"","id_debate","ncat_eleccion","cat_pais","t_fecha","ncat_ronda","str_organizador","cat_organizador","cat_subtipoorg","n_strorganizador","n_catorganizador","dico_org_educ","dico_org_estado","dico_org_mmc","dico_org_mmp","dico_org_osc","nombres_organizadores","ncat_subtipov2","cat_tipoorgv2","ncat_tipoorg_ambito","ncat_tipoorg_visibilidad","cat_areaorg"
"200",134,1994,"Uruguay",1994-11-08,1,NA,"NA",NA,NA,1,"NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"201",135,1994,"Uruguay",1994-11-22,1,NA,"NA",NA,NA,1,"NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"202",136,2009,"Uruguay",2009-09-06,1,"Canal 4 Montecarlo","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal 4 Montecarlo","tv_abierta_privada","mmc",2,3,"tv"
"203",137,2014,"Uruguay",2014-10-09,1,"ANDEBU Asociación Nacional de Broadcasters del Uruguay","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","ANDEBU Asociación Nacional de Broadcasters del Uruguay","asoc_medios","mmc",3,2,"asociaciones_medios"
"204",138,2019,"Uruguay",2019-10-01,1,"Canal 4 Montecarlo;Canal 10 Uruguay;Canal 12 Teledoce;Semanario Búsqueda;Televisión Nacional;Radio Uruguay;TV Ciudad;APU Asociación de la Prensa Uruguaya","mmc;mmp","conjunto_medios_privados;medios_publicos;radio;asoc_medios",6,2,"FALSE","FALSE","TRUE","TRUE","FALSE","Canal 4 Montecarlo","tv_abierta_privada","mmc",2,3,"tv"
"205",138,2019,"Uruguay",2019-10-01,1,"Canal 4 Montecarlo;Canal 10 Uruguay;Canal 12 Teledoce;Semanario Búsqueda;Televisión Nacional;Radio Uruguay;TV Ciudad;APU Asociación de la Prensa Uruguaya","mmc;mmp","conjunto_medios_privados;medios_publicos;radio;asoc_medios",6,2,"FALSE","FALSE","TRUE","TRUE","FALSE","Canal 10 Uruguay","tv_abierta_privada","mmc",2,3,"tv"
"206",138,2019,"Uruguay",2019-10-01,1,"Canal 4 Montecarlo;Canal 10 Uruguay;Canal 12 Teledoce;Semanario Búsqueda;Televisión Nacional;Radio Uruguay;TV Ciudad;APU Asociación de la Prensa Uruguaya","mmc;mmp","conjunto_medios_privados;medios_publicos;radio;asoc_medios",6,2,"FALSE","FALSE","TRUE","TRUE","FALSE","Canal 12 Teledoce","tv_abierta_privada","mmc",2,3,"tv"
"207",138,2019,"Uruguay",2019-10-01,1,"Canal 4 Montecarlo;Canal 10 Uruguay;Canal 12 Teledoce;Semanario Búsqueda;Televisión Nacional;Radio Uruguay;TV Ciudad;APU Asociación de la Prensa Uruguaya","mmc;mmp","conjunto_medios_privados;medios_publicos;radio;asoc_medios",6,2,"FALSE","FALSE","TRUE","TRUE","FALSE","Semanario Búsqueda","grafico_privado","mmc",2,3,"grafico"
"208",138,2019,"Uruguay",2019-10-01,1,"Canal 4 Montecarlo;Canal 10 Uruguay;Canal 12 Teledoce;Semanario Búsqueda;Televisión Nacional;Radio Uruguay;TV Ciudad;APU Asociación de la Prensa Uruguaya","mmc;mmp","conjunto_medios_privados;medios_publicos;radio;asoc_medios",6,2,"FALSE","FALSE","TRUE","TRUE","FALSE","Televisión Nacional","tv_publica_abierta","mmp",5,3,"medios_publicos"
"209",138,2019,"Uruguay",2019-10-01,1,"Canal 4 Montecarlo;Canal 10 Uruguay;Canal 12 Teledoce;Semanario Búsqueda;Televisión Nacional;Radio Uruguay;TV Ciudad;APU Asociación de la Prensa Uruguaya","mmc;mmp","conjunto_medios_privados;medios_publicos;radio;asoc_medios",6,2,"FALSE","FALSE","TRUE","TRUE","FALSE","Radio Uruguay","radio_publica","mmp",5,3,"medios_publicos"
"210",138,2019,"Uruguay",2019-10-01,1,"Canal 4 Montecarlo;Canal 10 Uruguay;Canal 12 Teledoce;Semanario Búsqueda;Televisión Nacional;Radio Uruguay;TV Ciudad;APU Asociación de la Prensa Uruguaya","mmc;mmp","conjunto_medios_privados;medios_publicos;radio;asoc_medios",6,2,"FALSE","FALSE","TRUE","TRUE","FALSE","TV Ciudad","tv_subnacional_publica","mmp",5,3,"medios_publicos"
"211",138,2019,"Uruguay",2019-10-01,1,"Canal 4 Montecarlo;Canal 10 Uruguay;Canal 12 Teledoce;Semanario Búsqueda;Televisión Nacional;Radio Uruguay;TV Ciudad;APU Asociación de la Prensa Uruguaya","mmc;mmp","conjunto_medios_privados;medios_publicos;radio;asoc_medios",6,2,"FALSE","FALSE","TRUE","TRUE","FALSE","APU Asociación de la Prensa Uruguaya","asoc_prensa","mmc",3,2,"asociaciones_medios"
"212",139,2019,"Uruguay",2019-11-14,2,"Corte Electoral","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","Corte Electoral","estado_electoral","estado",5,1,"estado"
"213",140,1990,"Nicaragua",1990-11-01,1,NA,"NA",NA,NA,1,"NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"214",141,2006,"Nicaragua",2006-09-13,1,"CNN en Español;Canal 2 Televicentro","mmc","canal_internacional;medio_privado",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","CNN en Español","tv_internacional","mmc",2,3,"internacional"
"215",141,2006,"Nicaragua",2006-09-13,1,"CNN en Español;Canal 2 Televicentro","mmc","canal_internacional;medio_privado",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal 2 Televicentro","tv_abierta_privada","mmc",2,3,"tv"
"216",142,1994,"Panama",1994-03-28,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;TVN Canal 2;RPC Canal 4;FETV Canal 5;Telemetro Panama Canal 13","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","ILDEA Instituto Latinoamericano de Estudios Avanzados","thinkthank","osc",3,1,"osc_desarrollo"
"217",142,1994,"Panama",1994-03-28,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;TVN Canal 2;RPC Canal 4;FETV Canal 5;Telemetro Panama Canal 13","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","TVN Canal 2","tv_abierta_privada","mmc",2,3,"tv"
"218",142,1994,"Panama",1994-03-28,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;TVN Canal 2;RPC Canal 4;FETV Canal 5;Telemetro Panama Canal 13","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","RPC Canal 4","tv_abierta_privada","mmc",2,3,"tv"
"219",142,1994,"Panama",1994-03-28,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;TVN Canal 2;RPC Canal 4;FETV Canal 5;Telemetro Panama Canal 13","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","FETV Canal 5","tv_iglesia_abierta","mmc",2,3,"iglesia"
"220",142,1994,"Panama",1994-03-28,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;TVN Canal 2;RPC Canal 4;FETV Canal 5;Telemetro Panama Canal 13","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Telemetro Panama Canal 13","tv_abierta_privada","mmc",2,3,"tv"
"221",143,1994,"Panama",1994-04-11,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;TVN Canal 2;RPC Canal 4;FETV Canal 5;Telemetro Panama Canal 14","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","ILDEA Instituto Latinoamericano de Estudios Avanzados","thinkthank","osc",3,1,"osc_desarrollo"
"222",143,1994,"Panama",1994-04-11,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;TVN Canal 2;RPC Canal 4;FETV Canal 5;Telemetro Panama Canal 14","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","TVN Canal 2","tv_abierta_privada","mmc",2,3,"tv"
"223",143,1994,"Panama",1994-04-11,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;TVN Canal 2;RPC Canal 4;FETV Canal 5;Telemetro Panama Canal 14","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","RPC Canal 4","tv_abierta_privada","mmc",2,3,"tv"
"224",143,1994,"Panama",1994-04-11,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;TVN Canal 2;RPC Canal 4;FETV Canal 5;Telemetro Panama Canal 14","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","FETV Canal 5","tv_iglesia_abierta","mmc",2,3,"iglesia"
"225",143,1994,"Panama",1994-04-11,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;TVN Canal 2;RPC Canal 4;FETV Canal 5;Telemetro Panama Canal 14","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Telemetro Panama Canal 14",NA,NA,NA,NA,NA
"226",144,1994,"Panama",1994-04-25,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;Canal 2;Canal 4;Canal 5;Canal 13","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","ILDEA Instituto Latinoamericano de Estudios Avanzados","thinkthank","osc",3,1,"osc_desarrollo"
"227",144,1994,"Panama",1994-04-25,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;Canal 2;Canal 4;Canal 5;Canal 13","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Canal 2",NA,NA,NA,NA,NA
"228",144,1994,"Panama",1994-04-25,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;Canal 2;Canal 4;Canal 5;Canal 13","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Canal 4",NA,NA,NA,NA,NA
"229",144,1994,"Panama",1994-04-25,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;Canal 2;Canal 4;Canal 5;Canal 13","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Canal 5",NA,NA,NA,NA,NA
"230",144,1994,"Panama",1994-04-25,1,"ILDEA Instituto Latinoamericano de Estudios Avanzados;Canal 2;Canal 4;Canal 5;Canal 13","osc;mmc","conjunto_medios_privados;osc",5,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Canal 13",NA,NA,NA,NA,NA
"231",145,2004,"Panama",2003-11-17,1,"TVN Canal 2","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","TVN Canal 2","tv_abierta_privada","mmc",2,3,"tv"
"232",146,2004,"Panama",2004-02-02,1,"Medcom","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Medcom","tv_abierta_privada","mmc",2,3,"tv"
"233",147,2004,"Panama",2004-03-16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",148,2004,"Panama",2004-04-19,1,"Fundación de Etica y Civismo","osc","osc",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Fundación de Etica y Civismo","thinkthank","osc",3,1,"osc_desarrollo"
"235",149,2009,"Panama",2009-03-17,1,"Cámara de Comercio, Industrias y Agricultura de Panamá","osc","org_empresaria",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Cámara de Comercio, Industrias y Agricultura de Panamá","asoc_empresaria","osc",1,1,"empresa"
"236",150,2014,"Panama",2014-01-20,1,"Medcom","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Medcom","tv_abierta_privada","mmc",2,3,"tv"
"237",151,2014,"Panama",2014-04-07,1,"Cámara de Comercio, Industrias y Agricultura de Panamá","osc","org_empresaria",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Cámara de Comercio, Industrias y Agricultura de Panamá","asoc_empresaria","osc",1,1,"empresa"
"238",152,2014,"Panama",2014-04-16,1,"Consejo de Rectores de la Universidad de Panamá;Asociación de Universidades Privadas de Panamá;Comisión de Justicia y Paz","educ;osc","instit_educ;iglesia",3,2,"TRUE","FALSE","FALSE","FALSE","TRUE","Consejo de Rectores de la Universidad de Panamá","educ_asoc","educ",3,1,"educacion"
"239",152,2014,"Panama",2014-04-16,1,"Consejo de Rectores de la Universidad de Panamá;Asociación de Universidades Privadas de Panamá;Comisión de Justicia y Paz","educ;osc","instit_educ;iglesia",3,2,"TRUE","FALSE","FALSE","FALSE","TRUE","Asociación de Universidades Privadas de Panamá","educ_asoc_privadas","educ",2,1,"educacion"
"240",152,2014,"Panama",2014-04-16,1,"Consejo de Rectores de la Universidad de Panamá;Asociación de Universidades Privadas de Panamá;Comisión de Justicia y Paz","educ;osc","instit_educ;iglesia",3,2,"TRUE","FALSE","FALSE","FALSE","TRUE","Comisión de Justicia y Paz","asoc_iglesia","osc",2,1,"iglesia"
"241",153,2019,"Panama",2019-03-20,1,"Universidad del Istmo (UDI)","educ","instit_educ",1,1,"TRUE","FALSE","FALSE","FALSE","FALSE","Universidad del Istmo (UDI)","educ_privada","educ",2,1,"educacion"
"242",154,2019,"Panama",2019-03-26,1,"Consejo Nacional de la Empresa Privada (Conep)","osc","org_empresaria",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Consejo Nacional de la Empresa Privada (Conep)","asoc_empresaria","osc",1,1,"empresa"
"243",155,2019,"Panama",2019-03-27,1,"Cámara Nacional de Turismo","osc","org_empresaria",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Cámara Nacional de Turismo","asoc_empresaria","osc",1,1,"empresa"
"244",156,2019,"Panama",2109-02-20,1,"TE Tribunal Electoral (Panamá);Universidad de Panamá;Telemetro","estado;educ;mmc","organismo_estado;instit_educ;medio_privado",3,3,"TRUE","TRUE","TRUE","FALSE","FALSE","TE Tribunal Electoral (Panamá)","estado_electoral","estado",5,1,"estado"
"245",156,2019,"Panama",2109-02-20,1,"TE Tribunal Electoral (Panamá);Universidad de Panamá;Telemetro","estado;educ;mmc","organismo_estado;instit_educ;medio_privado",3,3,"TRUE","TRUE","TRUE","FALSE","FALSE","Universidad de Panamá","educ_publica","educ",4,1,"educacion"
"246",156,2019,"Panama",2109-02-20,1,"TE Tribunal Electoral (Panamá);Universidad de Panamá;Telemetro","estado;educ;mmc","organismo_estado;instit_educ;medio_privado",3,3,"TRUE","TRUE","TRUE","FALSE","FALSE","Telemetro","tv_abierta_privada","mmc",2,3,"tv"
"247",157,2019,"Panama",2019-03-13,1,"Asociación de Productores de Tierras Altas (en representación de movimiento ""Unidos por el Agro""","osc","asoc_prof",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","Asociación de Productores de Tierras Altas (en representación de movimiento ""Unidos por el Agro""","asoc_empresaria","osc",1,1,"empresa"
"248",158,2019,"Panama",2019-04-10,1,"TE Tribunal Electoral (Panamá);Cámara de Comercio, Industrias y Agricultura de Panamá","estado;osc","organismo_estado;org_empresaria",2,2,"FALSE","TRUE","FALSE","FALSE","TRUE","TE Tribunal Electoral (Panamá)","estado_electoral","estado",5,1,"estado"
"249",158,2019,"Panama",2019-04-10,1,"TE Tribunal Electoral (Panamá);Cámara de Comercio, Industrias y Agricultura de Panamá","estado;osc","organismo_estado;org_empresaria",2,2,"FALSE","TRUE","FALSE","FALSE","TRUE","Cámara de Comercio, Industrias y Agricultura de Panamá","asoc_empresaria","osc",1,1,"empresa"
"250",159,1963,"Venezuela",1963-10-22,1,"RCTV Radio Caracas Televisión","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","RCTV Radio Caracas Televisión","tv_abierta_privada","mmc",2,3,"tv"
"251",160,1968,"Venezuela",NA,1,"Teatro Lido de Caracas","mmc","otros_cultura",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Teatro Lido de Caracas","espaciocultural_privado","mmc",2,3,"otros_medios"
"252",161,1983,"Venezuela",1983-05-10,1,"RCTV Radio Caracas Televisión;Venevisión;Venezolana de Televisión","mmc;mmp","conjunto_medios_privados;medios_publicos",3,2,"FALSE","FALSE","TRUE","TRUE","FALSE","RCTV Radio Caracas Televisión","tv_abierta_privada","mmc",2,3,"tv"
"253",161,1983,"Venezuela",1983-05-10,1,"RCTV Radio Caracas Televisión;Venevisión;Venezolana de Televisión","mmc;mmp","conjunto_medios_privados;medios_publicos",3,2,"FALSE","FALSE","TRUE","TRUE","FALSE","Venevisión","tv_abierta_privada","mmc",2,3,"tv"
"254",161,1983,"Venezuela",1983-05-10,1,"RCTV Radio Caracas Televisión;Venevisión;Venezolana de Televisión","mmc;mmp","conjunto_medios_privados;medios_publicos",3,2,"FALSE","FALSE","TRUE","TRUE","FALSE","Venezolana de Televisión","tv_publica_abierta","mmp",5,3,"medios_publicos"
"255",162,1998,"Venezuela",1998-03-01,1,"Globovisión;Univisión","mmc","medio_privado;canal_internacional",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Globovisión","tv_abierta_privada","mmc",2,3,"tv"
"256",162,1998,"Venezuela",1998-03-01,1,"Globovisión;Univisión","mmc","medio_privado;canal_internacional",2,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Univisión","tv_internacional","mmc",2,3,"internacional"
"257",163,1989,"Bolivia",1989-04-28,1,"APLP Asociación de Periodistas de La Paz","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","APLP Asociación de Periodistas de La Paz","asoc_prensa","mmc",3,2,"asociaciones_medios"
"258",164,1993,"Bolivia",1993-05-20,1,"APLP Asociación de Periodistas de La Paz","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","APLP Asociación de Periodistas de La Paz","asoc_prensa","mmc",3,2,"asociaciones_medios"
"259",165,1997,"Bolivia",NA,1,"ATB","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","ATB","tv_abierta_privada","mmc",2,3,"tv"
"260",166,1997,"Bolivia",NA,1,"Bolivisión","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Bolivisión","tv_abierta_privada","mmc",2,3,"tv"
"261",167,1997,"Bolivia",NA,1,"APLP Asociación de Periodistas de La Paz","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","APLP Asociación de Periodistas de La Paz","asoc_prensa","mmc",3,2,"asociaciones_medios"
"262",168,1997,"Bolivia",NA,1,"Asociación de Familiares de Desaparecidos y Mártires por la Liberación Nacional","NA","NA",1,1,"NA","NA","NA","NA","NA","Asociación de Familiares de Desaparecidos y Mártires por la Liberación Nacional","ong_ddhh","osc",3,1,"osc_ddh"
"263",169,1997,"Bolivia",1997-04-29,1,"CEPB Confederación de Empresarios Privados de Bolivia","osc","org_empresaria",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","CEPB Confederación de Empresarios Privados de Bolivia","asoc_empresaria","osc",1,1,"empresa"
"264",170,2002,"Bolivia",2002-06-16,1,"ATB;La Razón;El Deber;La Prensa;Unitel","mmc","conjunto_medios_privados",5,1,"FALSE","FALSE","TRUE","FALSE","FALSE","ATB","tv_abierta_privada","mmc",2,3,"tv"
"265",170,2002,"Bolivia",2002-06-16,1,"ATB;La Razón;El Deber;La Prensa;Unitel","mmc","conjunto_medios_privados",5,1,"FALSE","FALSE","TRUE","FALSE","FALSE","La Razón","grafico_privado","mmc",2,3,"grafico"
"266",170,2002,"Bolivia",2002-06-16,1,"ATB;La Razón;El Deber;La Prensa;Unitel","mmc","conjunto_medios_privados",5,1,"FALSE","FALSE","TRUE","FALSE","FALSE","El Deber","grafico_privado","mmc",2,3,"grafico"
"267",170,2002,"Bolivia",2002-06-16,1,"ATB;La Razón;El Deber;La Prensa;Unitel","mmc","conjunto_medios_privados",5,1,"FALSE","FALSE","TRUE","FALSE","FALSE","La Prensa","digital_privado","mmc",2,3,"grafico"
"268",170,2002,"Bolivia",2002-06-16,1,"ATB;La Razón;El Deber;La Prensa;Unitel","mmc","conjunto_medios_privados",5,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Unitel","tv_abierta_privada","mmc",2,3,"tv"
"269",171,2002,"Bolivia",2002-06-23,1,"APLP Asociación de Periodistas de La Paz","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","APLP Asociación de Periodistas de La Paz","asoc_prensa","mmc",3,2,"asociaciones_medios"
"270",172,2005,"Bolivia",2005-12-11,1,"APLP Asociación de Periodistas de La Paz","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","APLP Asociación de Periodistas de La Paz","asoc_prensa","mmc",3,2,"asociaciones_medios"
"271",173,2014,"Bolivia",2014-09-28,1,"APLP Asociación de Periodistas de La Paz;Fundación Konrad Adenauer","mmc;osc","asoc_medios;org_internacional",2,2,"FALSE","FALSE","TRUE","FALSE","TRUE","APLP Asociación de Periodistas de La Paz","asoc_prensa","mmc",3,2,"asociaciones_medios"
"272",173,2014,"Bolivia",2014-09-28,1,"APLP Asociación de Periodistas de La Paz;Fundación Konrad Adenauer","mmc;osc","asoc_medios;org_internacional",2,2,"FALSE","FALSE","TRUE","FALSE","TRUE","Fundación Konrad Adenauer","ong_internacional","osc",3,1,"internacional"
"273",174,2020,"Bolivia",2020-10-03,1,"FAM Federación de Asociaciones Municipales;CUB Confederación Universitaria Boliviana","mmc;osc","asoc_medios;org_empresaria;instit_educ",2,2,"FALSE","FALSE","TRUE","FALSE","TRUE","FAM Federación de Asociaciones Municipales","coordinadora","osc",3,1,"otros_osc"
"274",174,2020,"Bolivia",2020-10-03,1,"FAM Federación de Asociaciones Municipales;CUB Confederación Universitaria Boliviana","mmc;osc","asoc_medios;org_empresaria;instit_educ",2,2,"FALSE","FALSE","TRUE","FALSE","TRUE","CUB Confederación Universitaria Boliviana","movimiento_estudiantil","osc",3,1,"educacion"
"275",175,2020,"Bolivia",2020-10-04,1,"ANP Asociación Nacional de Periodistas;CEPB Confederación de Empresarios Privados de Bolivia;Fundación Jubileo;UMSA Universidad Mayor de San Andrés","osc;mmc;educ","asoc_medios;org_empresaria;instit_educ",4,3,"TRUE","FALSE","TRUE","FALSE","TRUE","ANP Asociación Nacional de Periodistas","asoc_medios","mmc",3,2,"asociaciones_medios"
"276",175,2020,"Bolivia",2020-10-04,1,"ANP Asociación Nacional de Periodistas;CEPB Confederación de Empresarios Privados de Bolivia;Fundación Jubileo;UMSA Universidad Mayor de San Andrés","osc;mmc;educ","asoc_medios;org_empresaria;instit_educ",4,3,"TRUE","FALSE","TRUE","FALSE","TRUE","CEPB Confederación de Empresarios Privados de Bolivia","asoc_empresaria","osc",1,1,"empresa"
"277",175,2020,"Bolivia",2020-10-04,1,"ANP Asociación Nacional de Periodistas;CEPB Confederación de Empresarios Privados de Bolivia;Fundación Jubileo;UMSA Universidad Mayor de San Andrés","osc;mmc;educ","asoc_medios;org_empresaria;instit_educ",4,3,"TRUE","FALSE","TRUE","FALSE","TRUE","Fundación Jubileo","asoc_iglesia","osc",2,1,"iglesia"
"278",175,2020,"Bolivia",2020-10-04,1,"ANP Asociación Nacional de Periodistas;CEPB Confederación de Empresarios Privados de Bolivia;Fundación Jubileo;UMSA Universidad Mayor de San Andrés","osc;mmc;educ","asoc_medios;org_empresaria;instit_educ",4,3,"TRUE","FALSE","TRUE","FALSE","TRUE","UMSA Universidad Mayor de San Andrés","educ_publica","educ",4,1,"educacion"
"279",176,1994,"Mexico",1994-05-12,1,"CIRT Cámara Nacional de la Industria de Radio y Televisión","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","CIRT Cámara Nacional de la Industria de Radio y Televisión","asoc_medios","mmc",3,2,"asociaciones_medios"
"280",177,2000,"Mexico",2000-04-25,1,"CIRT Cámara Nacional de la Industria de Radio y Televisión;IFE Instituto Federal Electoral","mmc;estado","asoc_medios;organismo_estado",2,2,"FALSE","TRUE","TRUE","FALSE","FALSE","CIRT Cámara Nacional de la Industria de Radio y Televisión","asoc_medios","mmc",3,2,"asociaciones_medios"
"281",177,2000,"Mexico",2000-04-25,1,"CIRT Cámara Nacional de la Industria de Radio y Televisión;IFE Instituto Federal Electoral","mmc;estado","asoc_medios;organismo_estado",2,2,"FALSE","TRUE","TRUE","FALSE","FALSE","IFE Instituto Federal Electoral","estado_electoral","estado",5,1,"estado"
"282",178,2000,"Mexico",2000-05-26,1,"CIRT Cámara Nacional de la Industria de Radio y Televisión","mmc","asoc_medios",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","CIRT Cámara Nacional de la Industria de Radio y Televisión","asoc_medios","mmc",3,2,"asociaciones_medios"
"283",179,2006,"Mexico",2006-04-25,1,"CIRT Cámara Nacional de la Industria de Radio y Televisión","mmc;estado","asoc_medios;organismo_estado",1,2,"FALSE","TRUE","TRUE","FALSE","FALSE","CIRT Cámara Nacional de la Industria de Radio y Televisión","asoc_medios","mmc",3,2,"asociaciones_medios"
"284",180,2006,"Mexico",2006-06-06,1,"CIRT Cámara Nacional de la Industria de Radio y Televisión;IFE Instituto Federal Electoral","mmc;estado","asoc_medios;organismo_estado",2,2,"FALSE","TRUE","TRUE","FALSE","FALSE","CIRT Cámara Nacional de la Industria de Radio y Televisión","asoc_medios","mmc",3,2,"asociaciones_medios"
"285",180,2006,"Mexico",2006-06-06,1,"CIRT Cámara Nacional de la Industria de Radio y Televisión;IFE Instituto Federal Electoral","mmc;estado","asoc_medios;organismo_estado",2,2,"FALSE","TRUE","TRUE","FALSE","FALSE","IFE Instituto Federal Electoral","estado_electoral","estado",5,1,"estado"
"286",181,2012,"Mexico",2012-05-06,1,"IFE Instituto Federal Electoral","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","IFE Instituto Federal Electoral","estado_electoral","estado",5,1,"estado"
"287",182,2012,"Mexico",2012-06-10,1,"IFE Instituto Federal Electoral","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","IFE Instituto Federal Electoral","estado_electoral","estado",5,1,"estado"
"288",183,2012,"Mexico",2012-06-19,1,"YoSoy132","osc","movimiento",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","YoSoy132","movimiento_estudiantil","osc",3,1,"educacion"
"289",184,2018,"Mexico",2018-04-22,1,"INE Instituto Nacional Electoral","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","INE Instituto Nacional Electoral","estado_electoral","estado",5,1,"estado"
"290",185,2018,"Mexico",2018-05-20,1,"INE Instituto Nacional Electoral","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","INE Instituto Nacional Electoral","estado_electoral","estado",5,1,"estado"
"291",186,2018,"Mexico",2018-06-12,1,"INE Instituto Nacional Electoral","estado","organismo_estado",1,1,"FALSE","TRUE","FALSE","FALSE","FALSE","INE Instituto Nacional Electoral","estado_electoral","estado",5,1,"estado"
"292",187,1985,"Guatemala",NA,NA,"AGG Asociación de Generentes de Guatemala","osc","org_empresaria",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","AGG Asociación de Generentes de Guatemala","asoc_empresaria","osc",1,1,"empresa"
"293",188,1990,"Guatemala",NA,NA,"AGG Asociación de Generentes de Guatemala","osc","org_empresaria",1,1,"FALSE","FALSE","FALSE","FALSE","TRUE","AGG Asociación de Generentes de Guatemala","asoc_empresaria","osc",1,1,"empresa"
"294",189,1995,"Guatemala",NA,2,"Canal 7 Telecentro (Guatemala)","mmc","medio_privado",1,1,"FALSE","FALSE","TRUE","FALSE","FALSE","Canal 7 Telecentro (Guatemala)","tv_abierta_privada","mmc",2,3,"tv"
